,Date,start,Visitor Team,visitorPts,Home Team,homePts,Score Type,OT?,Notes,HomeWin,HomeLastWin,VisitorLastWin
0,2013-10-29,7:00 pm,Orlando Magic,87,Indiana Pacers,97,Box Score,,,True,True,False
1,2013-10-29,10:30 pm,Los Angeles Clippers,103,Los Angeles Lakers,116,Box Score,,,True,True,False
2,2013-10-29,8:00 pm,Chicago Bulls,95,Miami Heat,107,Box Score,,,True,True,False
3,2013-10-30,7:00 pm,Brooklyn Nets,94,Cleveland Cavaliers,98,Box Score,,,True,True,False
4,2013-10-30,8:30 pm,Atlanta Hawks,109,Dallas Mavericks,118,Box Score,,,True,True,False
5,2013-10-30,7:30 pm,Washington Wizards,102,Detroit Pistons,113,Box Score,,,True,True,False
6,2013-10-30,10:30 pm,Los Angeles Lakers,94,Golden State Warriors,125,Box Score,,,True,True,False
7,2013-10-30,8:00 pm,Charlotte Bobcats,83,Houston Rockets,96,Box Score,,,True,True,False
8,2013-10-30,8:00 pm,Orlando Magic,115,Minnesota Timberwolves,120,Box Score,OT,,True,True,False
9,2013-10-30,8:00 pm,Indiana Pacers,95,New Orleans Pelicans,90,Box Score,,,False,False,True
10,2013-10-30,7:30 pm,Milwaukee Bucks,83,New York Knicks,90,Box Score,,,True,True,False
11,2013-10-30,7:00 pm,Miami Heat,110,Philadelphia 76ers,114,Box Score,,,True,True,False
12,2013-10-30,10:00 pm,Portland Trail Blazers,91,Phoenix Suns,104,Box Score,,,True,True,False
13,2013-10-30,10:00 pm,Denver Nuggets,88,Sacramento Kings,90,Box Score,,,True,True,False
14,2013-10-30,8:30 pm,Memphis Grizzlies,94,San Antonio Spurs,101,Box Score,,,True,True,False
15,2013-10-30,7:00 pm,Boston Celtics,87,Toronto Raptors,93,Box Score,,,True,True,False
16,2013-10-30,9:00 pm,Oklahoma City Thunder,101,Utah Jazz,98,Box Score,,,False,False,True
17,2013-10-31,8:00 pm,New York Knicks,81,Chicago Bulls,82,Box Score,,,True,True,False
18,2013-10-31,10:30 pm,Golden State Warriors,115,Los Angeles Clippers,126,Box Score,,,True,True,False
19,2013-11-01,7:30 pm,Toronto Raptors,95,Atlanta Hawks,102,Box Score,,,True,True,False
20,2013-11-01,7:30 pm,Milwaukee Bucks,105,Boston Celtics,98,Box Score,,,False,False,True
21,2013-11-01,8:00 pm,Miami Heat,100,Brooklyn Nets,101,Box Score,,,True,True,False
22,2013-11-01,7:00 pm,Cleveland Cavaliers,84,Charlotte Bobcats,90,Box Score,,,True,True,False
23,2013-11-01,9:00 pm,Portland Trail Blazers,113,Denver Nuggets,98,Box Score,,,False,False,True
24,2013-11-01,8:00 pm,Dallas Mavericks,105,Houston Rockets,113,Box Score,,,True,True,False
25,2013-11-01,10:30 pm,San Antonio Spurs,91,Los Angeles Lakers,85,Box Score,,,False,False,True
26,2013-11-01,8:00 pm,Detroit Pistons,108,Memphis Grizzlies,111,Box Score,OT,,True,True,False
27,2013-11-01,8:00 pm,Oklahoma City Thunder,81,Minnesota Timberwolves,100,Box Score,,,True,True,False
28,2013-11-01,7:00 pm,New Orleans Pelicans,90,Orlando Magic,110,Box Score,,,True,True,False
29,2013-11-01,10:00 pm,Utah Jazz,84,Phoenix Suns,87,Box Score,,,True,True,False
30,2013-11-01,10:00 pm,Los Angeles Clippers,110,Sacramento Kings,101,Box Score,,,False,False,True
31,2013-11-01,7:00 pm,Philadelphia 76ers,109,Washington Wizards,102,Box Score,,,False,False,True
32,2013-11-02,8:30 pm,Memphis Grizzlies,99,Dallas Mavericks,111,Box Score,,,True,True,False
33,2013-11-02,10:30 pm,Sacramento Kings,87,Golden State Warriors,98,Box Score,,,True,True,False
34,2013-11-02,7:00 pm,Cleveland Cavaliers,74,Indiana Pacers,89,Box Score,,,True,True,False
35,2013-11-02,8:30 pm,Toronto Raptors,97,Milwaukee Bucks,90,Box Score,,,False,False,True
36,2013-11-02,8:00 pm,Charlotte Bobcats,84,New Orleans Pelicans,105,Box Score,,,True,True,False
37,2013-11-02,7:30 pm,Chicago Bulls,104,Philadelphia 76ers,107,Box Score,,,True,True,False
38,2013-11-02,10:00 pm,San Antonio Spurs,105,Portland Trail Blazers,115,Box Score,,,True,True,False
39,2013-11-02,9:00 pm,Houston Rockets,104,Utah Jazz,93,Box Score,,,False,False,True
40,2013-11-03,6:00 pm,Boston Celtics,77,Detroit Pistons,87,Box Score,,,True,True,False
41,2013-11-03,9:30 pm,Atlanta Hawks,103,Los Angeles Lakers,105,Box Score,,,True,True,False
42,2013-11-03,6:00 pm,Washington Wizards,93,Miami Heat,103,Box Score,,,True,True,False
43,2013-11-03,7:30 pm,Minnesota Timberwolves,109,New York Knicks,100,Box Score,,,False,False,True
44,2013-11-03,7:00 pm,Phoenix Suns,96,Oklahoma City Thunder,103,Box Score,,,True,True,False
45,2013-11-03,6:00 pm,Brooklyn Nets,86,Orlando Magic,107,Box Score,,,True,True,False
46,2013-11-04,7:00 pm,Minnesota Timberwolves,92,Cleveland Cavaliers,93,Box Score,,,True,True,False
47,2013-11-04,10:30 pm,Houston Rockets,118,Los Angeles Clippers,137,Box Score,,,True,True,False
48,2013-11-04,8:00 pm,Boston Celtics,88,Memphis Grizzlies,95,Box Score,,,True,True,False
49,2013-11-04,7:00 pm,Golden State Warriors,110,Philadelphia 76ers,90,Box Score,,,False,False,True
50,2013-11-05,7:30 pm,Utah Jazz,88,Brooklyn Nets,104,Box Score,,,True,True,False
51,2013-11-05,8:30 pm,Los Angeles Lakers,104,Dallas Mavericks,123,Box Score,,,True,True,False
52,2013-11-05,9:00 pm,San Antonio Spurs,102,Denver Nuggets,94,Box Score,,,False,False,True
53,2013-11-05,7:30 pm,Indiana Pacers,99,Detroit Pistons,91,Box Score,,,False,False,True
54,2013-11-05,8:00 pm,Phoenix Suns,104,New Orleans Pelicans,98,Box Score,,,False,False,True
55,2013-11-05,7:30 pm,Charlotte Bobcats,102,New York Knicks,97,Box Score,,,False,False,True
56,2013-11-05,10:00 pm,Houston Rockets,116,Portland Trail Blazers,101,Box Score,,,False,False,True
57,2013-11-05,10:00 pm,Atlanta Hawks,105,Sacramento Kings,100,Box Score,,,False,False,True
58,2013-11-05,7:00 pm,Miami Heat,104,Toronto Raptors,95,Box Score,,,False,False,True
59,2013-11-06,7:30 pm,Utah Jazz,87,Boston Celtics,97,Box Score,,,True,True,False
60,2013-11-06,7:00 pm,Toronto Raptors,90,Charlotte Bobcats,92,Box Score,,,True,True,False
61,2013-11-06,7:00 pm,Chicago Bulls,80,Indiana Pacers,97,Box Score,,,True,True,False
62,2013-11-06,8:00 pm,New Orleans Pelicans,99,Memphis Grizzlies,84,Box Score,,,False,False,True
63,2013-11-06,8:00 pm,Cleveland Cavaliers,104,Milwaukee Bucks,109,Box Score,,,True,True,False
64,2013-11-06,8:00 pm,Golden State Warriors,106,Minnesota Timberwolves,93,Box Score,,,False,False,True
65,2013-11-06,9:30 pm,Dallas Mavericks,93,Oklahoma City Thunder,107,Box Score,,,True,True,False
66,2013-11-06,7:00 pm,Los Angeles Clippers,90,Orlando Magic,98,Box Score,,,True,True,False
67,2013-11-06,7:00 pm,Washington Wizards,116,Philadelphia 76ers,102,Box Score,,,False,False,True
68,2013-11-06,8:30 pm,Phoenix Suns,96,San Antonio Spurs,99,Box Score,,,True,True,False
69,2013-11-07,9:00 pm,Atlanta Hawks,107,Denver Nuggets,109,Box Score,,,True,True,False
70,2013-11-07,9:30 pm,Los Angeles Lakers,99,Houston Rockets,98,Box Score,,,False,False,True
71,2013-11-07,7:00 pm,Los Angeles Clippers,97,Miami Heat,102,Box Score,,,True,True,False
72,2013-11-08,7:00 pm,New York Knicks,101,Charlotte Bobcats,91,Box Score,,,False,False,True
73,2013-11-08,8:00 pm,Utah Jazz,73,Chicago Bulls,97,Box Score,,,True,True,False
74,2013-11-08,7:30 pm,Oklahoma City Thunder,119,Detroit Pistons,110,Box Score,,,False,False,True
75,2013-11-08,7:00 pm,Toronto Raptors,84,Indiana Pacers,91,Box Score,,,True,True,False
76,2013-11-08,8:00 pm,Dallas Mavericks,108,Minnesota Timberwolves,116,Box Score,,,True,True,False
77,2013-11-08,8:00 pm,Los Angeles Lakers,85,New Orleans Pelicans,96,Box Score,,,True,True,False
78,2013-11-08,7:00 pm,Boston Celtics,91,Orlando Magic,89,Box Score,,,False,False,True
79,2013-11-08,7:00 pm,Cleveland Cavaliers,79,Philadelphia 76ers,94,Box Score,,,True,True,False
80,2013-11-08,9:00 pm,Denver Nuggets,103,Phoenix Suns,114,Box Score,,,True,True,False
81,2013-11-08,10:00 pm,Sacramento Kings,91,Portland Trail Blazers,104,Box Score,,,True,True,False
82,2013-11-08,8:30 pm,Golden State Warriors,74,San Antonio Spurs,76,Box Score,,,True,True,False
83,2013-11-08,7:00 pm,Brooklyn Nets,108,Washington Wizards,112,Box Score,OT,,True,True,False
84,2013-11-09,7:30 pm,Orlando Magic,94,Atlanta Hawks,104,Box Score,,,True,True,False
85,2013-11-09,7:30 pm,Indiana Pacers,96,Brooklyn Nets,91,Box Score,,,False,False,True
86,2013-11-09,7:30 pm,Philadelphia 76ers,125,Cleveland Cavaliers,127,Box Score,2OT,,True,True,False
87,2013-11-09,8:00 pm,Los Angeles Clippers,107,Houston Rockets,94,Box Score,,,False,False,True
88,2013-11-09,8:00 pm,Golden State Warriors,90,Memphis Grizzlies,108,Box Score,,,True,True,False
89,2013-11-09,7:30 pm,Boston Celtics,111,Miami Heat,110,Box Score,,,False,False,True
90,2013-11-09,8:30 pm,Dallas Mavericks,91,Milwaukee Bucks,83,Box Score,,,False,False,True
91,2013-11-09,10:00 pm,Portland Trail Blazers,96,Sacramento Kings,85,Box Score,,,False,False,True
92,2013-11-09,7:00 pm,Utah Jazz,91,Toronto Raptors,115,Box Score,,,True,True,False
93,2013-11-10,9:30 pm,Minnesota Timberwolves,113,Los Angeles Lakers,90,Box Score,,,False,False,True
94,2013-11-10,12:00 am,San Antonio Spurs,120,New York Knicks,89,Box Score,,,False,False,True
95,2013-11-10,7:00 pm,Washington Wizards,105,Oklahoma City Thunder,106,Box Score,OT,,True,True,False
96,2013-11-10,8:00 pm,New Orleans Pelicans,94,Phoenix Suns,101,Box Score,,,True,True,False
97,2013-11-11,7:30 pm,Orlando Magic,105,Boston Celtics,120,Box Score,,,True,True,False
98,2013-11-11,7:00 pm,Atlanta Hawks,103,Charlotte Bobcats,94,Box Score,,,False,False,True
99,2013-11-11,8:00 pm,Cleveland Cavaliers,81,Chicago Bulls,96,Box Score,,,True,True,False
100,2013-11-11,8:00 pm,Toronto Raptors,104,Houston Rockets,110,Box Score,2OT,,True,True,False
101,2013-11-11,7:00 pm,Memphis Grizzlies,79,Indiana Pacers,95,Box Score,,,True,True,False
102,2013-11-11,10:30 pm,Minnesota Timberwolves,107,Los Angeles Clippers,109,Box Score,,,True,True,False
103,2013-11-11,7:00 pm,San Antonio Spurs,109,Philadelphia 76ers,85,Box Score,,,False,False,True
104,2013-11-11,10:00 pm,Detroit Pistons,103,Portland Trail Blazers,109,Box Score,,,True,True,False
105,2013-11-11,9:00 pm,Denver Nuggets,100,Utah Jazz,81,Box Score,,,False,False,True
106,2013-11-12,8:30 pm,Washington Wizards,95,Dallas Mavericks,105,Box Score,,,True,True,False
107,2013-11-12,10:30 pm,Detroit Pistons,95,Golden State Warriors,113,Box Score,,,True,True,False
108,2013-11-12,10:30 pm,New Orleans Pelicans,95,Los Angeles Lakers,116,Box Score,,,True,True,False
109,2013-11-12,7:30 pm,Milwaukee Bucks,95,Miami Heat,118,Box Score,,,True,True,False
110,2013-11-13,8:00 pm,New York Knicks,95,Atlanta Hawks,91,Box Score,,,False,False,True
111,2013-11-13,7:30 pm,Charlotte Bobcats,89,Boston Celtics,83,Box Score,,,False,False,True
112,2013-11-13,9:00 pm,Los Angeles Lakers,99,Denver Nuggets,111,Box Score,,,True,True,False
113,2013-11-13,10:30 pm,Oklahoma City Thunder,103,Los Angeles Clippers,111,Box Score,,,True,True,False
114,2013-11-13,8:00 pm,Toronto Raptors,103,Memphis Grizzlies,87,Box Score,,,False,False,True
115,2013-11-13,8:00 pm,Cleveland Cavaliers,95,Minnesota Timberwolves,124,Box Score,,,True,True,False
116,2013-11-13,7:00 pm,Milwaukee Bucks,91,Orlando Magic,94,Box Score,,,True,True,False
117,2013-11-13,7:00 pm,Houston Rockets,117,Philadelphia 76ers,123,Box Score,OT,,True,True,False
118,2013-11-13,10:00 pm,Phoenix Suns,89,Portland Trail Blazers,90,Box Score,,,True,True,False
119,2013-11-13,10:00 pm,Brooklyn Nets,86,Sacramento Kings,107,Box Score,,,True,True,False
120,2013-11-13,8:30 pm,Washington Wizards,79,San Antonio Spurs,92,Box Score,,,True,True,False
121,2013-11-13,9:00 pm,New Orleans Pelicans,105,Utah Jazz,111,Box Score,,,True,True,False
122,2013-11-14,10:30 pm,Oklahoma City Thunder,115,Golden State Warriors,116,Box Score,,,True,True,False
123,2013-11-14,8:00 pm,Houston Rockets,109,New York Knicks,106,Box Score,,,False,False,True
124,2013-11-15,7:30 pm,Philadelphia 76ers,103,Atlanta Hawks,113,Box Score,,,True,True,False
125,2013-11-15,7:30 pm,Portland Trail Blazers,109,Boston Celtics,96,Box Score,,,False,False,True
126,2013-11-15,7:30 pm,Charlotte Bobcats,86,Cleveland Cavaliers,80,Box Score,,,False,False,True
127,2013-11-15,8:00 pm,Minnesota Timberwolves,113,Denver Nuggets,117,Box Score,,,True,True,False
128,2013-11-15,7:00 pm,Milwaukee Bucks,77,Indiana Pacers,104,Box Score,,,True,True,False
129,2013-11-15,10:30 pm,Memphis Grizzlies,89,Los Angeles Lakers,86,Box Score,,,False,False,True
130,2013-11-15,7:30 pm,Dallas Mavericks,104,Miami Heat,110,Box Score,,,True,True,False
131,2013-11-15,9:00 pm,Brooklyn Nets,100,Phoenix Suns,98,Box Score,OT,,False,False,True
132,2013-11-15,10:30 pm,Detroit Pistons,97,Sacramento Kings,90,Box Score,,,False,False,True
133,2013-11-15,7:00 pm,Chicago Bulls,96,Toronto Raptors,80,Box Score,,,False,False,True
134,2013-11-15,9:00 pm,San Antonio Spurs,91,Utah Jazz,82,Box Score,,,False,False,True
135,2013-11-16,7:00 pm,Miami Heat,97,Charlotte Bobcats,81,Box Score,,,False,False,True
136,2013-11-16,8:00 pm,Indiana Pacers,94,Chicago Bulls,110,Box Score,,,True,True,False
137,2013-11-16,10:30 pm,Utah Jazz,88,Golden State Warriors,102,Box Score,,,True,True,False
138,2013-11-16,8:00 pm,Denver Nuggets,111,Houston Rockets,122,Box Score,,,True,True,False
139,2013-11-16,10:30 pm,Brooklyn Nets,103,Los Angeles Clippers,110,Box Score,,,True,True,False
140,2013-11-16,8:30 pm,Oklahoma City Thunder,92,Milwaukee Bucks,79,Box Score,,,False,False,True
141,2013-11-16,8:00 pm,Boston Celtics,88,Minnesota Timberwolves,106,Box Score,,,True,True,False
142,2013-11-16,8:00 pm,Philadelphia 76ers,98,New Orleans Pelicans,135,Box Score,,,True,True,False
143,2013-11-16,7:30 pm,Atlanta Hawks,110,New York Knicks,90,Box Score,,,False,False,True
144,2013-11-16,7:00 pm,Dallas Mavericks,108,Orlando Magic,100,Box Score,,,False,False,True
145,2013-11-16,7:00 pm,Cleveland Cavaliers,103,Washington Wizards,96,Box Score,OT,,False,False,True
146,2013-11-17,9:30 pm,Detroit Pistons,99,Los Angeles Lakers,114,Box Score,,,True,True,False
147,2013-11-17,6:00 pm,Memphis Grizzlies,97,Sacramento Kings,86,Box Score,,,False,False,True
148,2013-11-17,1:00 pm,Portland Trail Blazers,118,Toronto Raptors,110,Box Score,OT,,False,False,True
149,2013-11-18,7:30 pm,Portland Trail Blazers,108,Brooklyn Nets,98,Box Score,,,False,False,True
150,2013-11-18,8:00 pm,Charlotte Bobcats,81,Chicago Bulls,86,Box Score,,,True,True,False
151,2013-11-18,8:30 pm,Philadelphia 76ers,94,Dallas Mavericks,97,Box Score,,,True,True,False
152,2013-11-18,10:30 pm,Memphis Grizzlies,106,Los Angeles Clippers,102,Box Score,,,False,False,True
153,2013-11-18,8:00 pm,Denver Nuggets,113,Oklahoma City Thunder,115,Box Score,,,True,True,False
154,2013-11-18,9:00 pm,Golden State Warriors,98,Utah Jazz,87,Box Score,,,False,False,True
155,2013-11-19,7:30 pm,New York Knicks,86,Detroit Pistons,92,Box Score,,,True,True,False
156,2013-11-19,8:00 pm,Boston Celtics,85,Houston Rockets,109,Box Score,,,True,True,False
157,2013-11-19,7:30 pm,Atlanta Hawks,88,Miami Heat,104,Box Score,,,True,True,False
158,2013-11-19,10:00 pm,Phoenix Suns,104,Sacramento Kings,107,Box Score,,,True,True,False
159,2013-11-19,7:00 pm,Minnesota Timberwolves,100,Washington Wizards,104,Box Score,,,True,True,False
160,2013-11-20,7:30 pm,Detroit Pistons,85,Atlanta Hawks,93,Box Score,,,True,True,False
161,2013-11-20,7:00 pm,Brooklyn Nets,91,Charlotte Bobcats,95,Box Score,,,True,True,False
162,2013-11-20,7:00 pm,Washington Wizards,98,Cleveland Cavaliers,91,Box Score,,,False,False,True
163,2013-11-20,9:30 pm,Houston Rockets,120,Dallas Mavericks,123,Box Score,,,True,True,False
164,2013-11-20,10:30 pm,Memphis Grizzlies,88,Golden State Warriors,81,Box Score,OT,,False,False,True
165,2013-11-20,8:00 pm,Portland Trail Blazers,91,Milwaukee Bucks,82,Box Score,,,False,False,True
166,2013-11-20,8:00 pm,Los Angeles Clippers,102,Minnesota Timberwolves,98,Box Score,,,False,False,True
167,2013-11-20,8:00 pm,Utah Jazz,98,New Orleans Pelicans,105,Box Score,,,True,True,False
168,2013-11-20,7:00 pm,Indiana Pacers,103,New York Knicks,96,Box Score,OT,,False,False,True
169,2013-11-20,7:00 pm,Miami Heat,120,Orlando Magic,92,Box Score,,,False,False,True
170,2013-11-20,7:00 pm,Toronto Raptors,108,Philadelphia 76ers,98,Box Score,,,False,False,True
171,2013-11-20,9:00 pm,Sacramento Kings,113,Phoenix Suns,106,Box Score,,,False,False,True
172,2013-11-20,8:30 pm,Boston Celtics,93,San Antonio Spurs,104,Box Score,,,True,True,False
173,2013-11-21,10:30 pm,Chicago Bulls,87,Denver Nuggets,97,Box Score,,,True,True,False
174,2013-11-21,8:00 pm,Los Angeles Clippers,91,Oklahoma City Thunder,105,Box Score,,,True,True,False
175,2013-11-22,7:30 pm,Indiana Pacers,97,Boston Celtics,82,Box Score,,,False,False,True
176,2013-11-22,7:00 pm,Phoenix Suns,98,Charlotte Bobcats,91,Box Score,,,False,False,True
177,2013-11-22,8:30 pm,Utah Jazz,93,Dallas Mavericks,103,Box Score,,,True,True,False
178,2013-11-22,7:30 pm,Atlanta Hawks,96,Detroit Pistons,89,Box Score,,,False,False,True
179,2013-11-22,10:30 pm,Golden State Warriors,95,Los Angeles Lakers,102,Box Score,,,True,True,False
180,2013-11-22,8:00 pm,San Antonio Spurs,102,Memphis Grizzlies,86,Box Score,,,False,False,True
181,2013-11-22,8:00 pm,Brooklyn Nets,81,Minnesota Timberwolves,111,Box Score,,,True,True,False
182,2013-11-22,8:00 pm,Cleveland Cavaliers,100,New Orleans Pelicans,104,Box Score,,,True,True,False
183,2013-11-22,7:00 pm,Milwaukee Bucks,107,Philadelphia 76ers,115,Box Score,OT,,True,True,False
184,2013-11-22,10:00 pm,Chicago Bulls,95,Portland Trail Blazers,98,Box Score,,,True,True,False
185,2013-11-22,7:00 pm,Washington Wizards,88,Toronto Raptors,96,Box Score,,,True,True,False
186,2013-11-23,7:30 pm,Boston Celtics,94,Atlanta Hawks,87,Box Score,,,False,False,True
187,2013-11-23,9:00 pm,Dallas Mavericks,100,Denver Nuggets,102,Box Score,,,True,True,False
188,2013-11-23,10:30 pm,Portland Trail Blazers,113,Golden State Warriors,101,Box Score,,,False,False,True
189,2013-11-23,8:00 pm,Minnesota Timberwolves,101,Houston Rockets,112,Box Score,,,True,True,False
190,2013-11-23,7:00 pm,Philadelphia 76ers,98,Indiana Pacers,106,Box Score,,,True,True,False
191,2013-11-23,3:30 pm,Sacramento Kings,102,Los Angeles Clippers,103,Box Score,,,True,True,False
192,2013-11-23,7:30 pm,Orlando Magic,99,Miami Heat,101,Box Score,,,True,True,False
193,2013-11-23,8:30 pm,Charlotte Bobcats,96,Milwaukee Bucks,72,Box Score,,,False,False,True
194,2013-11-23,8:30 pm,Cleveland Cavaliers,96,San Antonio Spurs,126,Box Score,,,True,True,False
195,2013-11-23,7:00 pm,New York Knicks,89,Washington Wizards,98,Box Score,,,True,True,False
196,2013-11-24,2:00 pm,Detroit Pistons,109,Brooklyn Nets,97,Box Score,,,False,False,True
197,2013-11-24,3:30 pm,Chicago Bulls,82,Los Angeles Clippers,121,Box Score,,,True,True,False
198,2013-11-24,9:30 pm,Sacramento Kings,86,Los Angeles Lakers,100,Box Score,,,True,True,False
199,2013-11-24,7:00 pm,Utah Jazz,73,Oklahoma City Thunder,95,Box Score,,,True,True,False
200,2013-11-24,6:00 pm,Phoenix Suns,104,Orlando Magic,96,Box Score,,,False,False,True
201,2013-11-25,7:00 pm,Boston Celtics,96,Charlotte Bobcats,86,Box Score,,,False,False,True
202,2013-11-25,8:30 pm,Denver Nuggets,110,Dallas Mavericks,96,Box Score,,,False,False,True
203,2013-11-25,7:30 pm,Milwaukee Bucks,94,Detroit Pistons,113,Box Score,,,True,True,False
204,2013-11-25,7:00 pm,Minnesota Timberwolves,84,Indiana Pacers,98,Box Score,,,True,True,False
205,2013-11-25,8:00 pm,Houston Rockets,93,Memphis Grizzlies,86,Box Score,,,False,False,True
206,2013-11-25,7:30 pm,Phoenix Suns,92,Miami Heat,107,Box Score,,,True,True,False
207,2013-11-25,10:00 pm,New York Knicks,91,Portland Trail Blazers,102,Box Score,,,True,True,False
208,2013-11-25,8:30 pm,New Orleans Pelicans,93,San Antonio Spurs,112,Box Score,,,True,True,False
209,2013-11-25,9:00 pm,Chicago Bulls,83,Utah Jazz,89,Box Score,OT,,True,True,False
210,2013-11-26,7:30 pm,Orlando Magic,109,Atlanta Hawks,92,Box Score,,,False,False,True
211,2013-11-26,8:00 pm,Golden State Warriors,102,New Orleans Pelicans,101,Box Score,,,False,False,True
212,2013-11-26,7:00 pm,Brooklyn Nets,102,Toronto Raptors,100,Box Score,,,False,False,True
213,2013-11-26,7:00 pm,Los Angeles Lakers,111,Washington Wizards,116,Box Score,,,True,True,False
214,2013-11-27,7:30 pm,Memphis Grizzlies,100,Boston Celtics,93,Box Score,,,False,False,True
215,2013-11-27,7:30 pm,Los Angeles Lakers,99,Brooklyn Nets,94,Box Score,,,False,False,True
216,2013-11-27,7:00 pm,Indiana Pacers,99,Charlotte Bobcats,74,Box Score,,,False,False,True
217,2013-11-27,7:30 pm,Miami Heat,95,Cleveland Cavaliers,84,Box Score,,,False,False,True
218,2013-11-27,8:30 pm,Golden State Warriors,99,Dallas Mavericks,103,Box Score,,,True,True,False
219,2013-11-27,7:30 pm,Chicago Bulls,99,Detroit Pistons,79,Box Score,,,False,False,True
220,2013-11-27,8:00 pm,Atlanta Hawks,84,Houston Rockets,113,Box Score,,,True,True,False
221,2013-11-27,10:30 pm,New York Knicks,80,Los Angeles Clippers,93,Box Score,,,True,True,False
222,2013-11-27,8:00 pm,Washington Wizards,100,Milwaukee Bucks,92,Box Score,OT,,False,False,True
223,2013-11-27,8:00 pm,Denver Nuggets,117,Minnesota Timberwolves,110,Box Score,,,False,False,True
224,2013-11-27,8:00 pm,San Antonio Spurs,88,Oklahoma City Thunder,94,Box Score,,,True,True,False
225,2013-11-27,7:00 pm,Philadelphia 76ers,94,Orlando Magic,105,Box Score,,,True,True,False
226,2013-11-27,9:00 pm,Portland Trail Blazers,106,Phoenix Suns,120,Box Score,,,True,True,False
227,2013-11-29,7:30 pm,Dallas Mavericks,87,Atlanta Hawks,88,Box Score,,,True,True,False
228,2013-11-29,7:30 pm,Cleveland Cavaliers,86,Boston Celtics,103,Box Score,,,True,True,False
229,2013-11-29,7:00 pm,Milwaukee Bucks,76,Charlotte Bobcats,92,Box Score,,,True,True,False
230,2013-11-29,9:00 pm,New York Knicks,95,Denver Nuggets,97,Box Score,,,True,True,False
231,2013-11-29,7:30 pm,Los Angeles Lakers,106,Detroit Pistons,102,Box Score,,,False,False,True
232,2013-11-29,8:00 pm,Brooklyn Nets,95,Houston Rockets,114,Box Score,,,True,True,False
233,2013-11-29,8:00 pm,Washington Wizards,73,Indiana Pacers,93,Box Score,,,True,True,False
234,2013-11-29,8:00 pm,Golden State Warriors,112,Oklahoma City Thunder,113,Box Score,OT,,True,True,False
235,2013-11-29,7:00 pm,San Antonio Spurs,109,Orlando Magic,91,Box Score,,,False,False,True
236,2013-11-29,8:00 pm,New Orleans Pelicans,121,Philadelphia 76ers,105,Box Score,,,False,False,True
237,2013-11-29,10:00 pm,Los Angeles Clippers,104,Sacramento Kings,98,Box Score,OT,,False,False,True
238,2013-11-29,7:00 pm,Miami Heat,90,Toronto Raptors,83,Box Score,,,False,False,True
239,2013-11-29,9:00 pm,Phoenix Suns,112,Utah Jazz,101,Box Score,,,False,False,True
240,2013-11-30,7:30 pm,Chicago Bulls,93,Cleveland Cavaliers,97,Box Score,,,True,True,False
241,2013-11-30,8:30 pm,Minnesota Timberwolves,112,Dallas Mavericks,106,Box Score,,,False,False,True
242,2013-11-30,8:00 pm,Brooklyn Nets,97,Memphis Grizzlies,88,Box Score,,,False,False,True
243,2013-11-30,9:00 pm,Boston Celtics,85,Milwaukee Bucks,92,Box Score,,,True,True,False
244,2013-11-30,9:00 pm,Utah Jazz,112,Phoenix Suns,104,Box Score,,,False,False,True
245,2013-11-30,8:30 pm,Houston Rockets,112,San Antonio Spurs,106,Box Score,,,False,False,True
246,2013-11-30,7:00 pm,Atlanta Hawks,101,Washington Wizards,108,Box Score,,,True,True,False
247,2013-12-01,3:30 pm,Philadelphia 76ers,100,Detroit Pistons,115,Box Score,,,True,True,False
248,2013-12-01,3:30 pm,Indiana Pacers,105,Los Angeles Clippers,100,Box Score,,,False,False,True
249,2013-12-01,9:30 pm,Portland Trail Blazers,114,Los Angeles Lakers,108,Box Score,,,False,False,True
250,2013-12-01,6:00 pm,Charlotte Bobcats,98,Miami Heat,99,Box Score,,,True,True,False
251,2013-12-01,7:30 pm,New Orleans Pelicans,103,New York Knicks,99,Box Score,,,False,False,True
252,2013-12-01,7:00 pm,Minnesota Timberwolves,103,Oklahoma City Thunder,113,Box Score,,,True,True,False
253,2013-12-01,6:00 pm,Golden State Warriors,115,Sacramento Kings,113,Box Score,,,False,False,True
254,2013-12-01,1:00 pm,Denver Nuggets,112,Toronto Raptors,98,Box Score,,,False,False,True
255,2013-12-02,8:00 pm,New Orleans Pelicans,131,Chicago Bulls,128,Box Score,3OT,,False,False,True
256,2013-12-02,10:00 pm,Indiana Pacers,102,Portland Trail Blazers,106,Box Score,,,True,True,False
257,2013-12-02,8:30 pm,Atlanta Hawks,100,San Antonio Spurs,102,Box Score,,,True,True,False
258,2013-12-02,9:00 pm,Houston Rockets,103,Utah Jazz,109,Box Score,,,True,True,False
259,2013-12-02,7:00 pm,Orlando Magic,80,Washington Wizards,98,Box Score,,,True,True,False
260,2013-12-03,7:30 pm,Milwaukee Bucks,100,Boston Celtics,108,Box Score,,,True,True,False
261,2013-12-03,7:30 pm,Denver Nuggets,111,Brooklyn Nets,87,Box Score,,,False,False,True
262,2013-12-03,8:30 pm,Charlotte Bobcats,82,Dallas Mavericks,89,Box Score,,,True,True,False
263,2013-12-03,10:30 pm,Toronto Raptors,103,Golden State Warriors,112,Box Score,,,True,True,False
264,2013-12-03,8:00 pm,Phoenix Suns,91,Memphis Grizzlies,110,Box Score,,,True,True,False
