,Date,start,Visitor Team,visitorPts,Home Team,homePts,Score Type,OT?,Notes,HomeWin,HomeLastWin,VisitorLastWin
1200,2014-04-13,7:30 pm,Chicago Bulls,89,New York Knicks,100,Box Score,,,True,True,False
1201,2014-04-13,9:00 pm,Golden State Warriors,117,Portland Trail Blazers,119,Box Score,OT,,True,True,False
1202,2014-04-13,9:00 pm,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,,True,True,False
1203,2014-04-14,7:30 pm,Charlotte Bobcats,95,Atlanta Hawks,93,Box Score,,,False,False,True
1204,2014-04-14,8:00 pm,Orlando Magic,95,Chicago Bulls,108,Box Score,,,True,True,False
1205,2014-04-14,10:30 pm,Minnesota Timberwolves,120,Golden State Warriors,130,Box Score,,,True,True,False
1206,2014-04-14,8:00 pm,San Antonio Spurs,98,Houston Rockets,104,Box Score,,,True,True,False
1207,2014-04-14,8:00 pm,Oklahoma City Thunder,89,New Orleans Pelicans,101,Box Score,,,True,True,False
1208,2014-04-14,7:00 pm,Boston Celtics,108,Philadelphia 76ers,113,Box Score,,,True,True,False
1209,2014-04-14,10:00 pm,Memphis Grizzlies,97,Phoenix Suns,91,Box Score,,,False,False,True
1210,2014-04-14,7:00 pm,Milwaukee Bucks,100,Toronto Raptors,110,Box Score,,,True,True,False
1211,2014-04-14,9:00 pm,Los Angeles Lakers,119,Utah Jazz,104,Box Score,,,False,False,True
1212,2014-04-14,7:00 pm,Miami Heat,93,Washington Wizards,114,Box Score,,,True,True,False
1213,2014-04-15,8:00 pm,New York Knicks,109,Brooklyn Nets,98,Box Score,,,False,False,True
1214,2014-04-15,10:30 pm,Denver Nuggets,105,Los Angeles Clippers,117,Box Score,,,True,True,False
1215,2014-04-16,8:00 pm,Washington Wizards,118,Boston Celtics,102,Box Score,,,False,False,True
1216,2014-04-16,7:00 pm,Chicago Bulls,86,Charlotte Bobcats,91,Box Score,OT,,True,True,False
1217,2014-04-16,8:00 pm,Brooklyn Nets,85,Cleveland Cavaliers,114,Box Score,,,True,True,False
1218,2014-04-16,10:30 pm,Golden State Warriors,116,Denver Nuggets,112,Box Score,,,False,False,True
1219,2014-04-16,8:00 pm,Dallas Mavericks,105,Memphis Grizzlies,106,Box Score,OT,,True,True,False
1220,2014-04-16,8:00 pm,Philadelphia 76ers,100,Miami Heat,87,Box Score,,,False,False,True
1221,2014-04-16,8:00 pm,Atlanta Hawks,111,Milwaukee Bucks,103,Box Score,,,False,False,True
1222,2014-04-16,8:00 pm,Utah Jazz,136,Minnesota Timberwolves,130,Box Score,2OT,,False,False,True
1223,2014-04-16,8:00 pm,Houston Rockets,100,New Orleans Pelicans,105,Box Score,,,True,True,False
1224,2014-04-16,8:00 pm,Toronto Raptors,92,New York Knicks,95,Box Score,,,True,True,False
1225,2014-04-16,8:00 pm,Detroit Pistons,111,Oklahoma City Thunder,112,Box Score,,,True,True,False
1226,2014-04-16,7:00 pm,Indiana Pacers,101,Orlando Magic,86,Box Score,,,False,False,True
1227,2014-04-16,10:30 pm,Los Angeles Clippers,104,Portland Trail Blazers,110,Box Score,,,True,True,False
1228,2014-04-16,10:30 pm,Phoenix Suns,104,Sacramento Kings,99,Box Score,,,False,False,True
1229,2014-04-16,8:00 pm,Los Angeles Lakers,113,San Antonio Spurs,100,Box Score,,,False,False,True
1230,2014-04-19,7:00 pm,Atlanta Hawks,101,Indiana Pacers,93,Box Score,,,False,False,True
1231,2014-04-19,3:30 pm,Golden State Warriors,109,Los Angeles Clippers,105,Box Score,,,False,False,True
1232,2014-04-19,9:43 pm,Memphis Grizzlies,86,Oklahoma City Thunder,100,Box Score,,,True,True,False
1233,2014-04-19,12:30 am,Brooklyn Nets,94,Toronto Raptors,87,Box Score,,,False,False,True
1234,2014-04-20,7:00 pm,Washington Wizards,102,Chicago Bulls,93,Box Score,,,False,False,True
1235,2014-04-20,9:30 pm,Portland Trail Blazers,122,Houston Rockets,120,Box Score,OT,,False,False,True
1236,2014-04-20,3:30 pm,Charlotte Bobcats,88,Miami Heat,99,Box Score,,,True,True,False
1237,2014-04-20,1:00 pm,Dallas Mavericks,85,San Antonio Spurs,90,Box Score,,,True,True,False
1238,2014-04-21,10:30 pm,Golden State Warriors,98,Los Angeles Clippers,138,Box Score,,,True,True,False
1239,2014-04-21,8:00 pm,Memphis Grizzlies,111,Oklahoma City Thunder,105,Box Score,OT,,False,False,True
1240,2014-04-22,9:30 pm,Washington Wizards,101,Chicago Bulls,99,Box Score,OT,,False,False,True
1241,2014-04-22,7:00 pm,Atlanta Hawks,85,Indiana Pacers,101,Box Score,,,True,True,False
1242,2014-04-22,7:30 pm,Brooklyn Nets,95,Toronto Raptors,100,Box Score,,,True,True,False
1243,2014-04-23,9:30 pm,Portland Trail Blazers,112,Houston Rockets,105,Box Score,,,False,False,True
1244,2014-04-23,7:00 pm,Charlotte Bobcats,97,Miami Heat,101,Box Score,,,True,True,False
1245,2014-04-23,8:00 pm,Dallas Mavericks,113,San Antonio Spurs,92,Box Score,,,False,False,True
1246,2014-04-24,7:00 pm,Indiana Pacers,85,Atlanta Hawks,98,Box Score,,,True,True,False
1247,2014-04-24,10:30 pm,Los Angeles Clippers,98,Golden State Warriors,96,Box Score,,,False,False,True
1248,2014-04-24,8:00 pm,Oklahoma City Thunder,95,Memphis Grizzlies,98,Box Score,OT,,True,True,False
1249,2014-04-25,7:00 pm,Toronto Raptors,98,Brooklyn Nets,102,Box Score,,,True,True,False
1250,2014-04-25,10:30 pm,Houston Rockets,121,Portland Trail Blazers,116,Box Score,OT,,False,False,True
1251,2014-04-25,8:00 pm,Chicago Bulls,100,Washington Wizards,97,Box Score,,,False,False,True
1252,2014-04-26,2:00 pm,Indiana Pacers,91,Atlanta Hawks,88,Box Score,,,False,False,True
1253,2014-04-26,7:00 pm,Miami Heat,98,Charlotte Bobcats,85,Box Score,,,False,False,True
1254,2014-04-26,4:30 pm,San Antonio Spurs,108,Dallas Mavericks,109,Box Score,,,True,True,False
1255,2014-04-26,9:30 pm,Oklahoma City Thunder,92,Memphis Grizzlies,89,Box Score,OT,,False,False,True
1256,2014-04-27,7:00 pm,Toronto Raptors,87,Brooklyn Nets,79,Box Score,,,False,False,True
1257,2014-04-27,3:30 pm,Los Angeles Clippers,97,Golden State Warriors,118,Box Score,,,True,True,False
1258,2014-04-27,9:30 pm,Houston Rockets,120,Portland Trail Blazers,123,Box Score,OT,,True,True,False
1259,2014-04-27,1:00 pm,Chicago Bulls,89,Washington Wizards,98,Box Score,,,True,True,False
1260,2014-04-28,7:00 pm,Miami Heat,109,Charlotte Bobcats,98,Box Score,,,False,False,True
1261,2014-04-28,9:30 pm,San Antonio Spurs,93,Dallas Mavericks,89,Box Score,,,False,False,True
1262,2014-04-28,8:00 pm,Atlanta Hawks,107,Indiana Pacers,97,Box Score,,,False,False,True
1263,2014-04-29,8:00 pm,Washington Wizards,75,Chicago Bulls,69,Box Score,,,False,False,True
1264,2014-04-29,10:30 pm,Golden State Warriors,103,Los Angeles Clippers,113,Box Score,,,True,True,False
1265,2014-04-29,9:00 pm,Memphis Grizzlies,100,Oklahoma City Thunder,99,Box Score,OT,,False,False,True
1266,2014-04-30,9:30 pm,Portland Trail Blazers,98,Houston Rockets,108,Box Score,,,True,True,False
1267,2014-04-30,7:00 pm,Dallas Mavericks,103,San Antonio Spurs,109,Box Score,,,True,True,False
1268,2014-04-30,7:30 pm,Brooklyn Nets,113,Toronto Raptors,115,Box Score,,,True,True,False
1269,2014-05-01,7:00 pm,Indiana Pacers,95,Atlanta Hawks,88,Box Score,,,False,False,True
1270,2014-05-01,10:30 pm,Los Angeles Clippers,99,Golden State Warriors,100,Box Score,,,True,True,False
1271,2014-05-01,8:00 pm,Oklahoma City Thunder,104,Memphis Grizzlies,84,Box Score,,,False,False,True
1272,2014-05-02,7:00 pm,Toronto Raptors,83,Brooklyn Nets,97,Box Score,,,True,True,False
1273,2014-05-02,8:00 pm,San Antonio Spurs,111,Dallas Mavericks,113,Box Score,,,True,True,False
1274,2014-05-02,10:30 pm,Houston Rockets,98,Portland Trail Blazers,99,Box Score,,,True,True,False
1275,2014-05-03,5:30 pm,Atlanta Hawks,80,Indiana Pacers,92,Box Score,,,True,True,False
1276,2014-05-03,10:30 pm,Golden State Warriors,121,Los Angeles Clippers,126,Box Score,,,True,True,False
1277,2014-05-03,8:00 pm,Memphis Grizzlies,109,Oklahoma City Thunder,120,Box Score,,,True,True,False
1278,2014-05-04,3:30 pm,Dallas Mavericks,96,San Antonio Spurs,119,Box Score,,,True,True,False
1279,2014-05-04,1:00 pm,Brooklyn Nets,104,Toronto Raptors,103,Box Score,,,False,False,True
1280,2014-05-05,7:00 pm,Washington Wizards,102,Indiana Pacers,96,Box Score,,,False,False,True
1281,2014-05-05,9:42 pm,Los Angeles Clippers,122,Oklahoma City Thunder,105,Box Score,,,False,False,True
1282,2014-05-06,7:00 pm,Brooklyn Nets,86,Miami Heat,107,Box Score,,,True,True,False
1283,2014-05-06,9:30 pm,Portland Trail Blazers,92,San Antonio Spurs,116,Box Score,,,True,True,False
1284,2014-05-07,7:00 pm,Washington Wizards,82,Indiana Pacers,86,Box Score,,,True,True,False
1285,2014-05-07,9:30 pm,Los Angeles Clippers,101,Oklahoma City Thunder,112,Box Score,,,True,True,False
1286,2014-05-08,7:00 pm,Brooklyn Nets,82,Miami Heat,94,Box Score,,,True,True,False
1287,2014-05-08,9:30 pm,Portland Trail Blazers,97,San Antonio Spurs,114,Box Score,,,True,True,False
1288,2014-05-09,10:30 pm,Oklahoma City Thunder,118,Los Angeles Clippers,112,Box Score,,,False,False,True
1289,2014-05-09,8:00 pm,Indiana Pacers,85,Washington Wizards,63,Box Score,,,False,False,True
1290,2014-05-10,8:00 pm,Miami Heat,90,Brooklyn Nets,104,Box Score,,,True,True,False
1291,2014-05-10,10:30 pm,San Antonio Spurs,118,Portland Trail Blazers,103,Box Score,,,False,False,True
1292,2014-05-11,3:30 pm,Oklahoma City Thunder,99,Los Angeles Clippers,101,Box Score,,,True,True,False
1293,2014-05-11,8:00 pm,Indiana Pacers,95,Washington Wizards,92,Box Score,,,False,False,True
1294,2014-05-12,8:00 pm,Miami Heat,102,Brooklyn Nets,96,Box Score,,,False,False,True
1295,2014-05-12,10:30 pm,San Antonio Spurs,92,Portland Trail Blazers,103,Box Score,,,True,True,False
1296,2014-05-13,7:00 pm,Washington Wizards,102,Indiana Pacers,79,Box Score,,,False,False,True
1297,2014-05-13,9:30 pm,Los Angeles Clippers,104,Oklahoma City Thunder,105,Box Score,,,True,True,False
1298,2014-05-14,7:00 pm,Brooklyn Nets,94,Miami Heat,96,Box Score,,,True,True,False
1299,2014-05-14,9:30 pm,Portland Trail Blazers,82,San Antonio Spurs,104,Box Score,,,True,True,False
1300,2014-05-15,10:30 pm,Oklahoma City Thunder,104,Los Angeles Clippers,98,Box Score,,,False,False,True
1301,2014-05-15,8:00 pm,Indiana Pacers,93,Washington Wizards,80,Box Score,,,False,False,True
1302,2014-05-18,3:30 pm,Miami Heat,96,Indiana Pacers,107,Box Score,,,True,True,False
1303,2014-05-19,9:00 pm,Oklahoma City Thunder,105,San Antonio Spurs,122,Box Score,,,True,True,False
1304,2014-05-20,8:30 pm,Miami Heat,87,Indiana Pacers,83,Box Score,,,False,False,True
1305,2014-05-21,9:00 pm,Oklahoma City Thunder,77,San Antonio Spurs,112,Box Score,,,True,True,False
1306,2014-05-24,8:30 pm,Indiana Pacers,87,Miami Heat,99,Box Score,,,True,True,False
1307,2014-05-25,8:30 pm,San Antonio Spurs,97,Oklahoma City Thunder,106,Box Score,,,True,True,False
1308,2014-05-26,8:30 pm,Indiana Pacers,90,Miami Heat,102,Box Score,,,True,True,False
1309,2014-05-27,9:00 pm,San Antonio Spurs,92,Oklahoma City Thunder,105,Box Score,,,True,True,False
1310,2014-05-28,8:30 pm,Miami Heat,90,Indiana Pacers,93,Box Score,,,True,True,False
1311,2014-05-29,9:00 pm,Oklahoma City Thunder,89,San Antonio Spurs,117,Box Score,,,True,True,False
1312,2014-05-30,8:30 pm,Indiana Pacers,92,Miami Heat,117,Box Score,,,True,True,False
1313,2014-05-31,8:30 pm,San Antonio Spurs,112,Oklahoma City Thunder,107,Box Score,OT,,False,False,True
1314,2014-06-05,9:00 pm,Miami Heat,95,San Antonio Spurs,110,Box Score,,,True,True,False
1315,2014-06-08,8:00 pm,Miami Heat,98,San Antonio Spurs,96,Box Score,,,False,False,True
1316,2014-06-10,9:00 pm,San Antonio Spurs,111,Miami Heat,92,Box Score,,,False,False,True
1317,2014-06-12,9:00 pm,San Antonio Spurs,107,Miami Heat,86,Box Score,,,False,False,True
1318,2014-06-15,8:00 pm,Miami Heat,87,San Antonio Spurs,104,Box Score,,,True,True,False
